scope	p	m	x	factorization_x	d	I_residue	I_hit	II_eligible	II_residue	II_hit	I_y	I_z	I_identity_lhs	I_identity_rhs	II_y	II_z	II_identity_lhs	II_identity_rhs
REGISTERED_B23	21169	3	5293	67^1*79^1	418147	2	0	0	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	28015849	2	0	0	2	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	1	3	0	1	3	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	2	4	0	1	4	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	4	6	0	1	6	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	2647	3	0	1	3	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	5294	4	0	1	4	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	10588	6	0	0	6	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	7006609	3	0	0	3	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	14013218	4	0	0	4	0								
REGISTERED_B23	21169	7	5294	2^1*2647^1	28026436	6	0	0	6	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	1	10	0	1	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	3	1	0	1	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	5	3	0	1	9	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	9	7	0	1	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	15	2	0	1	8	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	25	1	0	1	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	45	10	0	1	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	75	7	0	1	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	225	3	0	1	9	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	353	10	0	1	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	1059	1	0	1	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	1765	3	0	1	9	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	3177	7	0	1	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	5295	2	0	1	8	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	8825	1	0	0	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	15885	10	0	0	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	26475	7	0	0	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	79425	3	0	0	9	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	124609	10	0	0	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	373827	1	0	0	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	623045	3	0	0	9	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	1121481	7	0	0	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	1869135	2	0	0	8	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	3115225	1	0	0	7	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	5607405	10	0	0	5	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	9345675	7	0	0	2	0								
REGISTERED_B23	21169	11	5295	3^1*5^1*353^1	28037025	3	0	0	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	1	5	0	1	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	2	6	0	1	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	4	8	0	1	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	8	12	0	1	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	16	5	0	1	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	32	6	0	1	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	64	8	0	1	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	128	12	0	1	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	256	5	0	1	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	331	5	0	1	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	662	6	0	1	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	1324	8	0	1	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	2648	12	0	1	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	5296	5	0	1	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	10592	6	0	0	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	21184	8	0	0	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	42368	12	0	0	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	84736	5	0	0	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	109561	5	0	0	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	219122	6	0	0	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	438244	8	0	0	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	876488	12	0	0	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	1752976	5	0	0	2	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	3505952	6	0	0	3	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	7011904	8	0	0	5	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	14023808	12	0	0	9	0								
REGISTERED_B23	21169	15	5296	2^4*331^1	28047616	5	0	0	2	0								
REGISTERED_B23	21169	19	5297	5297^1	1	8	0	1	16	0								
REGISTERED_B23	21169	19	5297	5297^1	5297	3	0	1	11	0								
REGISTERED_B23	21169	19	5297	5297^1	28058209	4	0	0	12	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	1	4	0	1	9	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	2	5	0	1	10	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	3	6	0	1	11	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	4	7	0	1	12	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	6	9	0	1	14	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	9	12	0	1	17	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	12	15	0	1	20	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	18	21	0	1	3	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	36	16	0	1	21	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	883	12	0	1	17	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	1766	21	0	1	3	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	2649	7	0	1	12	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	3532	16	0	1	21	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	5298	11	0	1	16	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	7947	15	0	0	20	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	10596	19	0	0	1	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	15894	4	0	0	9	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	31788	5	0	0	10	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	779689	15	0	0	20	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	1559378	4	0	0	9	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	2339067	16	0	0	21	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	3118756	5	0	0	10	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	4678134	6	0	0	11	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	7017201	19	0	0	1	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	9356268	9	0	0	14	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	14034402	12	0	0	17	0								
REGISTERED_B23	21169	23	5298	2^1*3^1*883^1	28068804	21	0	0	3	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1	5	0	1	0	1					3619899	19185464700	1472328223019784360000	1472328223019784360000
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2	6	0	1	1	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	4	8	0	1	3	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	5	9	0	1	4	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	8	12	0	1	7	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	10	14	0	1	9	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	16	20	0	1	15	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	20	24	0	1	19	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	25	29	0	1	24	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	40	13	0	1	8	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	50	23	0	1	18	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	53	26	0	1	21	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	80	22	0	1	17	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	100	11	0	1	6	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	106	17	0	1	12	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	125	5	0	1	0	1					3704575	157073980	12336117596520200000	12336117596520200000
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	200	18	0	1	13	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	212	30	0	1	25	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	250	6	0	1	1	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	265	21	0	1	16	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	400	1	0	1	27	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	424	25	0	1	20	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	500	8	0	1	3	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	530	7	0	1	2	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	625	9	0	1	4	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	848	15	0	1	10	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1000	12	0	1	7	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1060	10	0	1	5	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1250	14	0	1	9	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1325	27	0	1	22	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2000	20	0	1	15	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2120	16	0	1	11	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2500	24	0	1	19	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2650	19	0	1	14	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2809	23	0	1	18	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	4240	28	0	1	23	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	5000	13	0	1	8	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	5300	3	0	1	29	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	5618	11	0	0	6	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	6625	26	0	0	21	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	10000	22	0	0	17	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	10600	2	0	0	28	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	11236	18	0	0	13	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	13250	17	0	0	12	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	14045	6	0	0	1	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	21200	0	1	0	26	0	3619900	19157415775	1470176102515157000000	1470176102515157000000				
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	22472	1	0	0	27	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	26500	30	0	0	25	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	28090	8	0	0	3	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	33125	21	0	0	16	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	44944	29	0	0	24	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	53000	25	0	0	20	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	56180	12	0	0	7	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	66250	7	0	0	2	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	70225	14	0	0	9	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	106000	15	0	0	10	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	112360	20	0	0	15	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	132500	10	0	0	5	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	140450	24	0	0	19	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	224720	5	0	0	0	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	265000	16	0	0	11	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	280900	13	0	0	8	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	351125	23	0	0	18	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	530000	28	0	0	23	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	561800	22	0	0	17	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	702250	11	0	0	6	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1123600	9	0	0	4	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1404500	18	0	0	13	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	1755625	6	0	0	1	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	2809000	1	0	0	27	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	3511250	8	0	0	3	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	5618000	29	0	0	24	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	7022500	12	0	0	7	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	14045000	20	0	0	15	0								
EXTERNAL_BOUNDARY_CONTROL	21169	31	5300	2^2*5^2*53^1	28090000	5	0	0	0	0								
